"","scrubbed_species_binomial","Height","Leaf_N","Leaf_P","Seed_mass","SLA","Wood_density","FAMILY_STD","GROWTHFORM_STD","GROWTHFORM_DIV","GROWTHFORM_GEN"
"4334","Cordia superba",9,NA,NA,494,NA,NA,"Boraginaceae","Shrub","Tree_Shrub","woody"
"4335","Cordia tetrandra",NA,NA,NA,NA,NA,0.345,"Boraginaceae","Tree","Tree","woody"
"4336","Cordia toqueve",NA,NA,NA,13.36,NA,NA,"Boraginaceae","Tree","Tree","woody"
"4337","Cordia trichotoma",25,NA,NA,15,NA,0.630066666666667,"Boraginaceae","Tree","Shrub_Tree","woody"
"4338","Cordia ucayaliensis",NA,26,NA,NA,19.653,0.41,"Boraginaceae","Tree","Tree","woody"
"4339","Cordia vestita",NA,NA,NA,334.1,NA,0.680095,"Boraginaceae","Tree","Tree","woody"
"4340","Cordiera macrophylla",13,9.9,NA,NA,13.0033333333333,0.56,"Rubiaceae","Tree","Shrub_Tree","woody"
"4341","Cordiera sessilis",NA,NA,NA,NA,NA,0.88,"Rubiaceae","Tree","Shrub_Tree","woody"
"4342","Cordyla africana",NA,NA,NA,NA,NA,0.7304225,NA,NA,NA,NA
"4343","Cordyla madagascariensis",NA,NA,NA,NA,NA,0.817975,NA,NA,NA,NA
"4344","Cordyla pinnata",NA,NA,NA,NA,NA,0.754202643,NA,NA,NA,NA
"4345","Cordylanthus tenuis",NA,NA,NA,NA,0.165013699,NA,"Orobanchaceae","Herb","Herb","herbaceous"
"4346","Cordyline australis",NA,NA,NA,4.2925,NA,NA,"Asparagaceae","Tree","Tree","woody"
"4347","Cordyline banksii",NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA
"4348","Cordyline cannifolia",NA,NA,NA,12.255,NA,NA,NA,NA,NA,NA
"4349","Cordyline fruticosa",NA,NA,NA,8.15,NA,0.5,"Asparagaceae","Herb","Tree_Shrub_Herb","herbaceous"
"4350","Cordyline indivisa",NA,NA,NA,3.685,NA,NA,NA,NA,NA,NA
"4351","Cordyline stricta",NA,NA,NA,6.6408,NA,NA,NA,NA,NA,NA
"4352","Coreopsis basalis",NA,NA,NA,1.15,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4353","Coreopsis bigelovii",NA,NA,NA,1.38,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4354","Coreopsis californica",NA,NA,NA,0.427,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4355","Coreopsis calliopsidea",NA,NA,NA,1.078,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4356","Coreopsis douglasii",NA,NA,NA,0.392,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4357","Coreopsis gigantea",NA,NA,NA,1.089,NA,NA,NA,NA,NA,NA
"4358","Coreopsis grandiflora",NA,NA,NA,2.54,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4359","Coreopsis lanceolata",0.4,NA,NA,1.11317525,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4360","Coreopsis maritima",NA,NA,NA,1.886,NA,NA,NA,NA,NA,NA
"4361","Coreopsis palmata",1,11.7,NA,1.988,6.6,NA,"Asteraceae","Herb","Herb","herbaceous"
"4362","Coreopsis rosea",NA,NA,NA,0.11,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4363","Coreopsis tinctoria",NA,NA,NA,0.26,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4364","Corethrogyne filaginifolia",0.5,NA,NA,1.781,10.5541461185,NA,"Asteraceae","Herb","Herb","herbaceous"
"4365","Coriandrum sativum",0.468571428571429,NA,NA,13.0428571428571,47.427,NA,"Apiaceae","Herb","Herb","herbaceous"
"4366","Coriaria angustissima",NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA
"4367","Coriaria arborea",NA,23.881935,1.59669745,0.385,9.9,NA,NA,NA,NA,NA
"4368","Coriaria nepalensis",NA,NA,0.958,NA,NA,NA,NA,NA,NA,NA
"4369","Coriaria plumosa",NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA
"4370","Coriaria ruscifolia",NA,NA,NA,0.985,NA,NA,"Coriariaceae","Shrub","Tree_Liana_Vine_Herb_Shrub","woody"
"4371","Corispermum hyssopifolium",0.6,10.1,1.81,2.705,NA,NA,"Amaranthaceae","Herb","Herb","herbaceous"
"4372","Corispermum intermedium",0.35,NA,NA,NA,21.28,NA,NA,NA,NA,NA
"4373","Corispermum marschallii",0.35,NA,NA,NA,NA,NA,"Amaranthaceae","Herb","Herb","herbaceous"
"4374","Corispermum nitidum",NA,NA,NA,1.3,NA,NA,"Amaranthaceae","Herb","Herb","herbaceous"
"4375","Corispermum orientale",NA,18.6,2.37,NA,NA,NA,NA,NA,NA,NA
"4376","Corispermum villosum",NA,NA,NA,1.6125,NA,NA,"Amaranthaceae","Herb","Herb","herbaceous"
"4377","Corneria novoguineensis",NA,NA,NA,NA,NA,0.46497,"Podocarpaceae","Tree","Tree","woody"
"4378","Cornus alba",2,NA,NA,50,NA,NA,"Cornaceae","Shrub","Shrub","woody"
"4379","Cornus alternifolia",10.6488,NA,NA,53.3338092,23.65924422,NA,NA,NA,NA,NA
"4380","Cornus amomum",3,14.7,NA,38.2539406,7.777357482,NA,"Cornaceae","Shrub","Shrub","woody"
"4381","Cornus canadensis",NA,NA,NA,10.078345,NA,NA,NA,NA,NA,NA
"4382","Cornus capitata",NA,17.1,0.61,36.9,NA,NA,"Cornaceae","Tree","Tree","woody"
"4383","Cornus controversa",NA,16.1,0.78,40.334551,7.96179901178027,0.513227,"Cornaceae","Tree","Tree","woody"
"4384","Cornus disciflora",NA,18.2466459944444,1.02547,NA,NA,0.53,"Cornaceae","Tree","Shrub_Tree","woody"
"4385","Cornus drummondii",6.64464,NA,NA,46.668117,24.9250891666667,NA,"Cornaceae","Shrub","Shrub","woody"
"4386","Cornus excelsa",NA,20.88941985,1.12062,NA,NA,NA,NA,NA,NA,NA
"4387","Cornus florida",10.24144,14.3,NA,102.825550666667,25.1752270777038,0.64,NA,NA,NA,NA
"4388","Cornus glabrata",2.8,23.68,NA,37.726,24.647,0.683,"Cornaceae","Shrub","Shrub","woody"
"4389","Cornus kousa",NA,16.8,NA,76.6166142857143,25.641,NA,"Cornaceae","Tree","Shrub_Tree","woody"
"4390","Cornus macrophylla",NA,18.2,NA,54.64,16.129,NA,"Cornaceae","Shrub","Shrub","woody"
"4391","Cornus mas",3.5,NA,NA,213.9465432,31.939,NA,NA,NA,NA,NA
"4392","Cornus nuttallii",18.288,18.0858,3.292439164,100.83587875,0.212388521,0.58,"Cornaceae","Tree","Tree","woody"
"4393","Cornus officinalis",NA,17.4,NA,131.58,25.641,NA,"Cornaceae","Shrub","Shrub","woody"
"4394","Cornus peruviana",NA,NA,NA,NA,NA,0.56,"Cornaceae","Tree","Shrub_Tree","woody"
"4395","Cornus racemosa",6.6912,14.75,NA,30.8766884,8.112271680041,NA,"Cornaceae","Shrub","Shrub","woody"
"4396","Cornus rugosa",7.596,NA,NA,43.1667142857143,NA,NA,"Cornaceae","Shrub","Shrub","woody"
"4397","Cornus sanguinea",2.53970588235294,21,1.5,67.8816666666667,14.7019489020308,0.680095,NA,NA,NA,NA
"4398","Cornus sericea",4.56217142857143,24.915,2.45415616666667,25.2387872307692,25.043,0.482,"Cornaceae","Tree","Tree","woody"
"4399","Cornus sessilis",5.4864,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4400","Cornus suecica",0.12,NA,NA,NA,39.8426756916667,NA,"Cornaceae","Shrub","Herb_Shrub","woody"
"4401","Cornus volkensii",NA,NA,NA,NA,NA,0.663042375,NA,NA,NA,NA
"4402","Cornutia pyramidata",NA,29.43543386,2.13019,NA,NA,NA,NA,NA,NA,NA
"4403","Corokia buddleioides",NA,NA,NA,47.6,NA,NA,NA,NA,NA,NA
"4404","Coronilla coronata",0.375,NA,NA,12.12,16.457,NA,NA,NA,NA,NA
"4405","Coronilla juncea",NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"4406","Coronilla minima",NA,NA,NA,2.89102666666667,NA,NA,NA,NA,NA,NA
"4407","Coronilla vaginalis",0.065,NA,NA,6.6275,17.726,NA,NA,NA,NA,NA
"4408","Correa reflexa",1.055,12.78238875,0.485,NA,8.30018579483568,NA,"Rutaceae","Shrub","Shrub","woody"
"4409","Corrigiola litoralis",0.112083333333333,NA,NA,0.316666666666667,29.9986666666667,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"4410","Corryocactus brevistylus",NA,14.50018767,1.29484,NA,NA,NA,"Cactaceae","Tree","Tree","woody"
"4411","Corybas pruinosus",NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA
"4412","Corydalis caseana",NA,56.6993333333333,3.19594,NA,24.5632289111111,NA,"Papaveraceae","Herb","Herb","herbaceous"
"4413","Corydalis cava",0.157857142857143,NA,NA,8.5,51.753,NA,"Papaveraceae","Herb","Herb","herbaceous"
"4414","Corydalis intermedia",0.15,NA,NA,NA,NA,NA,"Papaveraceae","Herb","Herb","herbaceous"
"4415","Corydalis pumila",0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4416","Corydalis solida",0.129285714285714,NA,NA,NA,43.19,NA,"Papaveraceae","Herb","Herb","herbaceous"
"4417","Corylus americana",5.6148,20.1,NA,740.2476762,9.5,NA,"Betulaceae","Shrub","Shrub","woody"
"4418","Corylus avellana",4.14457575757576,24.8,1.7,1096.23131416667,19.4326653124865,0.516866666666667,NA,NA,NA,NA
"4419","Corylus colurna",19,NA,NA,1840.5,NA,NA,"Betulaceae","Tree","Tree","woody"
"4420","Corylus cornuta",7.08,20.648095,NA,719.615176666667,30.232,0.563,NA,NA,NA,NA
"4421","Corylus heterophylla",NA,17.6,1.17,NA,28.571,NA,"Betulaceae","Shrub","Shrub","woody"
"4422","Corylus maxima",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4423","Corylus sieboldiana",NA,21.9,NA,NA,4.3500136239782,0.45,NA,NA,NA,NA
"4424","Corymbia abbreviata",NA,NA,NA,38.441026,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4425","Corymbia abergiana",NA,NA,NA,NA,NA,0.7707975,"Myrtaceae","Tree","Tree","woody"
"4426","Corymbia bleeseri",NA,NA,NA,24.3425716,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4427","Corymbia bloxsomei",NA,NA,NA,13.1552633333333,NA,0.7448825,"Myrtaceae","Tree","Tree","woody"
"4428","Corymbia calophylla",NA,NA,NA,117.333520866667,NA,0.6874131,"Myrtaceae","Tree","Tree","woody"
"4429","Corymbia chippendalei",NA,NA,NA,NA,NA,0.8461815,"Myrtaceae","Tree","Tree","woody"
"4430","Corymbia citriodora",NA,NA,NA,6.81805672727273,NA,0.816615375,"Myrtaceae","Tree","Tree","woody"
"4431","Corymbia clavigera",NA,10.4,NA,3.22,7.15,0.83097816675,"Myrtaceae","Tree","Tree","woody"
"4432","Corymbia collina",NA,NA,NA,16.9327686666667,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4433","Corymbia confertiflora",NA,NA,NA,9.494382,NA,0.808570833333333,"Myrtaceae","Tree","Tree","woody"
"4434","Corymbia dallachiana",NA,NA,NA,NA,NA,0.748096125,"Myrtaceae","Tree","Tree","woody"
"4435","Corymbia dichromophloia",NA,NA,NA,19.6889625,NA,0.89522,"Myrtaceae","Tree","Tree","woody"
"4436","Corymbia eremaea",NA,NA,NA,16.3922953333333,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4437","Corymbia erythrophloia",NA,NA,NA,NA,NA,0.89522,"Myrtaceae","Tree","Tree","woody"
"4438","Corymbia eximia",NA,NA,NA,19.6052286666667,NA,0.714,"Myrtaceae","Tree","Tree","woody"
"4439","Corymbia ferruginea",NA,NA,NA,41.6444446666667,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4440","Corymbia ficifolia",NA,NA,NA,27.3660976,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4441","Corymbia foelscheana",NA,7.8,0.37,28.5709526666667,4.5,NA,"Myrtaceae","Tree","Tree","woody"
"4442","Corymbia gilbertensis",NA,NA,NA,100,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4443","Corymbia grandifolia",NA,NA,NA,28.5709526666667,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4444","Corymbia gummifera",15,7.00555485,0.2483334,11.62141,3.30927136840913,0.78995225,"Myrtaceae","Tree","Tree","woody"
"4445","Corymbia haematoxylon",NA,NA,NA,50,NA,0.745,"Myrtaceae","Tree","Tree","woody"
"4446","Corymbia henryi",NA,NA,NA,13.6957533333333,NA,0.869805,"Myrtaceae","Tree","Tree","woody"
"4447","Corymbia intermedia",NA,NA,NA,7.092622,NA,0.79720865,"Myrtaceae","Tree","Tree","woody"
"4448","Corymbia latifolia",NA,NA,NA,22.73,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4449","Corymbia lenziana",NA,NA,NA,NA,NA,0.888776,"Myrtaceae","Tree","Tree","woody"
"4450","Corymbia maculata",NA,NA,NA,9.43910018181818,NA,0.844009722166667,"Myrtaceae","Tree","Tree","woody"
"4451","Corymbia nesophila",NA,NA,NA,12.1935065,NA,0.8527735,"Myrtaceae","Tree","Tree","woody"
"4452","Corymbia papuana",NA,NA,NA,14.1347535,NA,0.869805,"Myrtaceae","Tree","Tree","woody"
"4453","Corymbia peltata",NA,NA,NA,13.619477,NA,0.83338125,"Myrtaceae","Tree","Tree","woody"
"4454","Corymbia polycarpa",NA,NA,NA,18.3158528571429,NA,0.87077052775,"Myrtaceae","Tree","Tree","woody"
"4455","Corymbia porrecta",NA,NA,NA,57.1933332,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4456","Corymbia ptychocarpa",NA,NA,NA,56.3782964,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4457","Corymbia setosa",NA,NA,NA,33.322222,NA,1.0201425,"Myrtaceae","Tree","Tree","woody"
"4458","Corymbia terminalis",NA,NA,NA,13.0024,NA,0.869805,"Myrtaceae","Tree","Tree","woody"
"4459","Corymbia tessellaris",NA,NA,NA,5.3089788,NA,0.91468233325,"Myrtaceae","Tree","Tree","woody"
"4460","Corymbia torelliana",NA,NA,NA,3.78429885714286,NA,0.737302916666667,"Myrtaceae","Tree","Tree","woody"
"4461","Corymbia trachyphloia",NA,NA,NA,7.57383866666667,NA,0.87898,"Myrtaceae","Tree","Tree","woody"
"4462","Corymbia watsoniana",NA,NA,NA,35.709524,NA,0.82678,"Myrtaceae","Tree","Tree","woody"
"4463","Corymbia zygophylla",NA,NA,NA,58.815686,NA,NA,"Myrtaceae","Tree","Tree","woody"
"4464","Corynanthe pachyceras",5.32,NA,NA,NA,NA,0.672308628833333,NA,NA,NA,NA
"4465","Corynephorus canescens",0.075,NA,NA,0.1,14.0435714285714,NA,"Poaceae","Herb","Herb","herbaceous"
"4466","Corynocarpus cribbianus",NA,NA,NA,NA,NA,0.632696666666667,NA,NA,NA,NA
"4467","Corypha umbraculifera",NA,NA,NA,2500,NA,NA,NA,NA,NA,NA
"4468","Corythophora alta",NA,NA,NA,NA,NA,0.713732041333333,"Lecythidaceae","Tree","Tree","woody"
"4469","Corythophora rimosa",NA,NA,NA,NA,NA,0.795666666666667,"Lecythidaceae","Tree","Tree","woody"
"4470","Cosmibuena valerioi",NA,12.8,0.73395,NA,NA,NA,NA,NA,NA,NA
"4471","Cosmos bipinnatus",NA,NA,NA,7.814,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4472","Cosmos sulphureus",NA,NA,NA,6.8,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4473","Costus afer",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4474","Cota austriaca",0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4475","Cota tinctoria",0.375,NA,NA,0.42875,19.0672256042857,NA,"Asteraceae","Herb","Herb","herbaceous"
"4476","Cotinus coggygria",2,NA,NA,9.08828244444445,NA,NA,"Anacardiaceae","Shrub","Shrub","woody"
"4477","Cotinus obovatus",10.8204,NA,NA,8.9749245,NA,NA,"Anacardiaceae","Tree","Tree","woody"
"4478","Cotoneaster acuminatus",NA,NA,NA,8,NA,NA,"Rosaceae","Shrub","Shrub","woody"
"4479","Cotoneaster acutifolius",NA,19.305,3.13,20.359254,12.026,NA,"Rosaceae","Shrub","Shrub","woody"
"4480","Cotoneaster adpressus",NA,21.7,1.72,NA,19.685039385,NA,"Rosaceae","Shrub","Shrub","woody"
"4481","Cotoneaster bacillaris",NA,NA,NA,37,NA,NA,NA,NA,NA,NA
"4482","Cotoneaster bullatus",3,NA,NA,32,NA,NA,"Rosaceae","Shrub","Shrub","woody"
"4483","Cotoneaster dielsianus",NA,NA,NA,19.638775,NA,NA,"Rosaceae","Shrub","Shrub","woody"
"4484","Cotoneaster divaricatus",2,NA,NA,26,NA,NA,"Rosaceae","Shrub","Shrub","woody"
"4485","Cotoneaster franchetii",3,NA,NA,15.26999,10.073,NA,"Rosaceae","Shrub","Shrub","woody"
"4486","Cotoneaster glaucophyllus",NA,NA,NA,6.05,NA,NA,"Rosaceae","Shrub","Shrub","woody"
"4487","Cotoneaster horizontalis",0.633333333333333,NA,NA,10.861137,10.9250833333333,NA,"Rosaceae","Shrub","Shrub","woody"
"4488","Cotoneaster integerrimus",1.3375,NA,NA,9.4,12.2066849577778,NA,"Rosaceae","Shrub","Shrub","woody"
"4489","Cotoneaster lucidus",NA,NA,NA,19.4882155,NA,NA,"Rosaceae","Shrub","Shrub","woody"
"4490","Cotoneaster nebrodensis",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4491","Cotoneaster nummularius",NA,NA,NA,25.6,NA,NA,NA,NA,NA,NA
"4492","Cotoneaster pannosus",NA,NA,NA,52.6,NA,NA,"Rosaceae","Shrub","Shrub","woody"
"4493","Cotoneaster salicifolius",5,NA,NA,NA,NA,NA,"Rosaceae","Shrub","Shrub","woody"
"4494","Cotoneaster simonsii",1.9,NA,NA,9.88,NA,NA,NA,NA,NA,NA
"4495","Cotula australis",NA,NA,NA,0.0521307692307692,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4496","Cotula coronopifolia",0.125,NA,NA,0.06,37.272,NA,"Asteraceae","Herb","Herb","herbaceous"
"4497","Cotula mexicana",NA,NA,NA,0.25,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4498","Cotula thunbergii",NA,NA,NA,0.3,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"4499","Cotyledon orbiculata",NA,NA,NA,0.01,NA,NA,"Crassulaceae","Shrub","Shrub","woody"
"4500","Cotylelobium burckii",NA,NA,NA,NA,NA,0.815,NA,NA,NA,NA
"4501","Cotylelobium lanceolatum",NA,NA,NA,NA,NA,0.815,NA,NA,NA,NA
"4502","Cotylelobium melanoxylon",NA,NA,NA,NA,NA,0.825,"Dipterocarpaceae","Tree","Tree","woody"
"4503","Couepia bracteosa",NA,NA,NA,NA,NA,0.77,"Chrysobalanaceae","Tree","Tree","woody"
"4504","Couepia caryophylloides",NA,16,NA,NA,NA,0.77,"Chrysobalanaceae","Tree","Tree","woody"
"4505","Couepia elata",NA,NA,NA,NA,NA,0.7688393525,"Chrysobalanaceae","Tree","Tree","woody"
"4506","Couepia guianensis",NA,13,NA,NA,NA,0.7551921961,"Chrysobalanaceae","Tree","Shrub_Tree","woody"
"4507","Couepia longipendula",NA,NA,NA,NA,NA,0.93775,"Chrysobalanaceae","Tree","Tree","woody"
"4508","Couepia obovata",NA,22.5,NA,NA,21.999,NA,"Chrysobalanaceae","Tree","Tree","woody"
"4509","Couepia paraensis",NA,NA,NA,NA,NA,0.85,"Chrysobalanaceae","Tree","Shrub_Tree","woody"
"4510","Couepia parillo",NA,18.7,NA,NA,19.365,NA,"Chrysobalanaceae","Tree","Tree","woody"
"4511","Couepia polyandra",25,NA,NA,2100,NA,0.74,"Chrysobalanaceae","Tree","Tree","woody"
"4512","Couepia robusta",NA,NA,NA,NA,NA,0.83,"Chrysobalanaceae","Tree","Tree","woody"
"4513","Couepia ulei",NA,NA,NA,NA,NA,0.7894054215,"Chrysobalanaceae","Tree","Shrub_Tree","woody"
"4514","Coula edulis",NA,NA,NA,NA,NA,0.8947152415,NA,NA,NA,NA
"4515","Couma guianensis",NA,15,NA,NA,NA,0.4666947085,"Apocynaceae","Tree","Tree","woody"
"4516","Couma macrocarpa",NA,NA,NA,NA,NA,0.473979166666667,"Apocynaceae","Tree","Shrub_Tree","woody"
"4517","Couma utilis",NA,NA,NA,NA,NA,0.66,"Apocynaceae","Tree","Tree","woody"
"4518","Couratari asterotricha",NA,NA,NA,NA,NA,0.51,"Lecythidaceae","Tree","Tree","woody"
"4519","Couratari guianensis",NA,21.5,NA,NA,23.22,0.5052,"Lecythidaceae","Tree","Tree","woody"
"4520","Couratari longipedicellata",NA,NA,NA,NA,NA,0.54,"Lecythidaceae","Tree","Tree","woody"
"4521","Couratari macrosperma",NA,NA,NA,NA,NA,0.67,"Lecythidaceae","Tree","Tree","woody"
"4522","Couratari multiflora",NA,NA,NA,NA,NA,0.4479525,"Lecythidaceae","Tree","Tree","woody"
"4523","Couratari oblongifolia",NA,NA,NA,NA,NA,0.505,"Lecythidaceae","Tree","Tree","woody"
"4524","Couratari stellata",NA,NA,NA,NA,NA,0.6331538095,"Lecythidaceae","Tree","Tree","woody"
"4525","Couroupita guianensis",NA,25.3,NA,5,34.438,0.4340075,"Lecythidaceae","Tree","Tree","woody"
"4526","Couroupita subsessilis",NA,NA,NA,NA,NA,0.39,"Lecythidaceae","Tree","Tree","woody"
"4527","Coursetia elliptica",NA,30.8780231275,1.330675,NA,NA,NA,NA,NA,NA,NA
"4528","Coursetia ferruginea",NA,31.5017652,NA,NA,26.8,NA,"Fabaceae","Tree","Tree","woody"
"4529","Coussapoa asperifolia",NA,NA,NA,NA,NA,0.45157,"Urticaceae","Tree","Woody epiphyte_Non-woody epiphyte_Tree","woody"
"4530","Coussapoa batavorum",NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA
"4531","Coussapoa microcarpa",NA,NA,NA,NA,NA,0.59,"Urticaceae","Tree","Tree","woody"
"4532","Coussapoa orthoneura",NA,17.5,NA,NA,9.091,NA,"Urticaceae","Tree","Non-woody epiphyte_Tree","woody"
"4533","Coussapoa parviceps",NA,NA,NA,NA,NA,0.49,"Urticaceae","Tree","Woody epiphyte_Non-woody epiphyte_Tree","woody"
"4534","Coussapoa parvifolia",NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA
"4535","Coussapoa villosa",NA,14.6,NA,NA,NA,0.39,"Urticaceae","Tree","Parasite_Liana_Shrub_Vine_Non-woody epiphyte_Tree","woody"
"4536","Coussarea albescens",NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA
"4537","Coussarea ampla",NA,NA,NA,NA,NA,0.476,NA,NA,NA,NA
"4538","Coussarea caroliana",NA,26.29662,0.7981,NA,18.0147245127778,NA,NA,NA,NA,NA
"4539","Coussarea cephaeloides",NA,17.3,NA,NA,11.585,NA,"Rubiaceae","Tree","Tree","woody"
"4540","Coussarea contracta",NA,NA,NA,600,NA,NA,"Rubiaceae","Tree","Shrub_Tree","woody"
"4541","Coussarea curvigemma",NA,NA,NA,NA,26.0453333333333,0.61,NA,NA,NA,NA
"4542","Coussarea curvigemmia",13,NA,NA,215.841888888889,NA,NA,"Rubiaceae","Tree","Shrub_Tree","woody"
"4543","Coussarea dulcifolia",NA,17.1,NA,NA,9.054,NA,NA,NA,NA,NA
"4544","Coussarea hirticalyx",NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA
"4545","Coussarea hydrangeifolia",NA,NA,NA,NA,NA,0.65,"Rubiaceae","Tree","Tree","woody"
"4546","Coussarea impetiolaris",NA,19.6846666666667,0.839834656666667,NA,NA,NA,NA,NA,NA,NA
"4547","Coussarea klugii",NA,22.3,NA,NA,22.254,NA,"Rubiaceae","Tree","Shrub_Tree","woody"
"4548","Coussarea loftonii",NA,NA,NA,NA,18.6981111872727,NA,"Rubiaceae","Tree","Shrub_Tree","woody"
"4549","Coutarea hexandra",10,34.61447549,2.43207,NA,NA,0.6,NA,NA,NA,NA
"4550","Cracca simplicifolia",NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"4551","Craibia brevicaudata",NA,NA,NA,NA,NA,0.61945,"Fabaceae","Tree","Tree","woody"
"4552","Crambe cordifolia",NA,NA,NA,23.25,NA,NA,"Brassicaceae","Herb","Herb","herbaceous"
"4553","Crambe hispanica",NA,NA,NA,5.58571428571429,NA,NA,"Brassicaceae","Herb","Herb","herbaceous"
"4554","Crambe maritima",0.385,NA,NA,76.565,9.026,NA,"Brassicaceae","Herb","Herb","herbaceous"
"4555","Crambe orientalis",NA,NA,NA,6.7,NA,NA,"Brassicaceae","Herb","Herb","herbaceous"
"4556","Crambe tatarica",NA,NA,NA,14.525,NA,NA,NA,NA,NA,NA
"4557","Craspedia variabilis",0.37,NA,NA,0.32,39.4,NA,NA,NA,NA,NA
"4558","Craspidospermum verticillatum",NA,NA,NA,NA,NA,0.8379636165,"Apocynaceae","Tree","Tree","woody"
"4559","Crassocephalum macropappus",NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA
"4560","Crassula aquatica",0.05,NA,NA,NA,NA,NA,"Crassulaceae","Herb","Herb","herbaceous"
"4561","Crassula coccinea",NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA
"4562","Crassula colorata",NA,NA,NA,0.01015,NA,NA,NA,NA,NA,NA
"4563","Crassula connata",0.04,NA,NA,0.014,36.2213,NA,"Crassulaceae","Herb","Herb","herbaceous"
"4564","Crassula helmsii",0.3,NA,NA,NA,41.7,NA,NA,NA,NA,NA
"4565","Crassula sieberiana",NA,NA,NA,0.01024,NA,NA,"Crassulaceae","Herb","Herb","herbaceous"
"4566","Crassula tillaea",0.025,NA,NA,0.009864,NA,NA,"Crassulaceae","Herb","Herb","herbaceous"
"4567","Crataegus aestivalis",10.3632,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4568","Crataegus azarolus",NA,NA,NA,339.995714285714,NA,NA,NA,NA,NA,NA
"4569","Crataegus brachyacantha",10.9728,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4570","Crataegus calpodendron",6.048,NA,NA,53.183,NA,0.62,"Rosaceae","Shrub","Shrub","woody"
"4571","Crataegus calycina",10,NA,NA,116.5,11.36363636,NA,NA,NA,NA,NA
"4572","Crataegus chrysocarpa",NA,NA,NA,47.782754,NA,NA,NA,NA,NA,NA
"4573","Crataegus coccinea",10.3632,NA,NA,133.335,NA,NA,"Rosaceae","Shrub","Shrub","woody"
"4574","Crataegus columbiana",7.3152,NA,NA,42.55,NA,NA,"Rosaceae","Tree","Tree","woody"
"4575","Crataegus crus-galli",10.298,NA,NA,121.226,NA,NA,NA,NA,NA,NA
"4576","Crataegus cuneata",NA,12.4,0.44,NA,NA,NA,"Rosaceae","Shrub","Shrub","woody"
"4577","Crataegus douglasii",9.7484,NA,NA,24.67142975,9.725,NA,"Rosaceae","Tree","Tree","woody"
"4578","Crataegus erythropoda",4.8768,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4579","Crataegus flabellata",10.9728,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4580","Crataegus flava",12.4968,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4581","Crataegus intricata",7.0104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4582","Crataegus laevigata",6,NA,NA,51.324,20.3416666666667,NA,"Rosaceae","Shrub","Shrub","woody"
"4583","Crataegus macrocarpa",NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
"4584","Crataegus marshallii",9.144,NA,NA,NA,NA,NA,NA,NA,NA,NA
